Image Filename,coordinates,Term,Encoded-Term
Image_2480.jpg,"389,39,928,291,",Harp (3285),42
Image_5220.jpg,"196,367,453,618,",Violin (3573),99
Image_3857.jpg,"909,1043,1168,1316,",Lyre (3501),55
Image_2336.jpg,"531,667,757,906,",Harp (3285),42
Image_5453.jpg,"335,101,389,146,",Violin (3573),99
Image_1087.jpg,"1128,924,1793,1273,",Shawm (4258),74
Image_5591.jpg,"1018,693,1088,784,",Lute (3394),54
Image_628.jpg,"351,105,374,133,",Violin (3573),99
Image_2943.jpg,"2197,1052,2292,1133,",Tabor pipe (6689),80
Image_2136.jpeg,"541,579,802,870,",Triangle (3005),87
Image_4595.jpg,"655,369,1414,1602,",Portative organ (2267),68
Image_797.jpg,"859,726,1191,919,",Harp (3285),42
Image_5491.jpg,"1184,1504,1371,1537,",Cittern (3106),13
Image_2969.jpg,"1151,1694,1755,1886,",Side drum (2729),75
Image_5024.jpg,"312,175,346,213,",Percussion instruments (2370),65
Image_377.jpg,"596,464,636,559,",Harp (3285),42
Image_3550.jpg,"1414,1680,1789,1876,",Transverse flute (4093),85
Image_150.jpg,"1180,675,1348,919,",Lyre (3501),55
Image_3192.jpg,"179,419,365,811,",Harp (3285),42
Image_2421.jpg,"502,225,563,320,",Viola (3561),96
Image_5384.jpeg,"627,668,855,710,",Valve horn (4133),93
Image_3493.JPEG,"597,1200,788,1343,",Spinet (2256),77
Image_3788.jpg,"892,942,1023,1070,",Bagpipe (3746),2
Image_828.jpg,"854,1230,1055,1396,",Double flute  (3930),26
Image_5464.jpg,"586,630,712,690,",Bassoon  (3795),7
Image_4503.jpeg,"25,82,95,152,",Horn (4118),44
Image_4661.jpg,"1922,1469,2233,1746,",Psaltery (3677),70
Image_3023.jpg,"326,77,513,204,",Mandolin (3510),56
Image_2334.jpg,"371,627,550,871,",Shawm (4258),74
Image_2404.jpg,"1767,1196,1803,1245,",Shawm (4258),74
Image_3077.jpg,"1246,473,2660,1188,",Lute (3394),54
Image_58.jpg,"3554,1742,3992,2515,",Violin (3573),99
Image_2201.jpg,"1558,496,2388,2254,",Lute (3394),54
Image_437.jpg,"3044,1777,3156,1842,",Gittern (3365),38
Image_3948.jpg,"461,2434,613,2805,",Lute (3394),54
Image_2778.jpg,"193,275,216,291,",Lute (3394),54
Image_2618.jpg,"398,-7,1879,1518,",Violin (3573),99
Image_2759.jpg,"1634,2540,1918,2715,",Shawm (4258),74
Image_4675.jpeg,"799,141,847,224,",Flute (3955),36
Image_5067.jpeg,"446,697,619,997,",Side drum (2729),75
Image_3338.jpeg,"228,1564,1224,1798,",Violin (3573),99
Image_999.jpg,"484,1490,1720,2548,",Bassoon  (3795),7
Image_486.jpeg,"37,98,83,129,",Viola da gamba (3604),98
Image_96.jpg,"751,1389,817,1541,",Shawm (4258),74
Image_4311.jpg,"3573,2303,4291,2621,",Panpipe (4024),64
Image_1667.jpg,"289,1236,864,1714,",Portative organ (2267),68
Image_3078.jpg,"556,1778,784,1901,",Harp (3285),42
Image_1901.jpg,"2733,373,2831,535,",Harp (3285),42
Image_3708.jpg,"1891,1348,2086,1508,",Psaltery (3677),70
Image_987.jpg,"167,1252,523,1562,",Percussion instruments (2370),65
Image_2031.jpg,"477,2338,2357,4269,",Bagpipe (3746),2
Image_5171.png,"571,356,605,399,",Hurdy-gurdy (3305),46
Image_3177.jpg,"115,249,181,280,",Rebec  (3202),71
Image_1426.jpg,"1344,1264,1470,1512,",Bagpipe (3746),2
Image_4226.jpg,"1296,2020,1637,2182,",Double flute  (3930),26
Image_3291.jpeg,"35,32,271,156,",Oboe (4232),60
Image_1535.jpeg,"264,120,475,608,",Shawm (4258),74
Image_3788.jpg,"1600,1718,1766,1799,",Bagpipe (3746),2
Image_2585.jpeg,"2671,158,2800,361,",Violone (3609),101
Image_258.jpeg,"35,1073,333,1325,",Lute (3394),54
Image_5384.jpeg,"239,867,327,910,",Double bass  (3111),24
Image_319.jpg,"269,1022,471,918,",Natural horn (4126),58
Image_421.jpg,"432,264,464,296,",Viola (3561),96
Image_4714.jpg,"523,1547,646,1648,",Harp (3285),42
Image_5074.jpg,"1096,3241,1790,4227,",Horn (4118),44
Image_3664.jpg,"425,335,498,498,",Lute (3394),54
Image_4005.jpg,"158,151,190,211,",Horn (4118),44
Image_4503.jpeg,"166,147,212,214,",Syrinx (4084),79
Image_4452.jpg,"1128,1272,1399,1555,",Positive organ (2268),69
Image_2754.jpg,"4713,2047,4713,2047,",Lute (3394),54
Image_1616.jpg,"963,1531,1352,1824,",Lute (3394),54
Image_5352.jpg,"114,152,171,196,",Accordion (3732),0
Image_3347.jpg,"492,1791,549,2024,",Theorbo (3473),84
Image_2120.jpg,"556,3175,668,3318,",Positive organ (2268),69
Image_262.jpg,"180,90,211,114,",Bagpipe (3746),2
Image_1649.jpg,"107,1202,472,1612,",Organ (2266),62
Image_2976.jpg,"182,267,331,391,",Lute (3394),54
Image_2838.jpg,"374,120,391,173,",End-blown flute (3940),31
Image_1040.jpeg,"54,102,139,150,",Viola (3561),96
Image_4521.jpg,"1040,189,1496,1144,",Violoncello (3582),100
Image_4786.jpg,"1151,823,1344,1052,",Harp (3285),42
Image_3493.JPEG,"161,754,357,916,",Tabor pipe (6689),80
Image_3489.jpg,"1344,374,1612,625,",Harp (3285),42
Image_4405.jpg,"956,1255,1088,1419,",End-blown trumpet (6556),33
Image_4005.jpg,"117,172,146,208,",Tanbur (3466),82
Image_5679.jpg,"325,834,395,888,",Bladder pipe (3748),9
Image_2120.jpg,"2640,2878,2701,3083,",Shawm (4258),74
Image_4903.jpg,"79,43,317,183,",Mandolin (3510),56
Image_3493.JPEG,"239,318,349,441,",Psaltery (3677),70
Image_5661.jpeg,"468,517,752,699,",Harpsichord (2251),43
Image_4310.jpg,"1355,1220,1357,1323,",Shawm (4258),74
Image_985.jpg,"307,542,379,654,",Tambourine (2746),81
Image_1991.jpeg,"1622,831,1854,1238,",Gittern (3365),38
Image_4661.jpg,"1353,3529,1572,3719,",End-blown trumpet (6556),33
Image_4798.jpg,"636,1159,636,1159,",Cittern (3106),13
Image_5233.jpg,"300,202,502,627,",Violoncello (3582),100
Image_2264.jpg,"115,195,139,247,",Trombone (4369),88
Image_2482.jpg,"268,539,137,705,",Wind instruments (3730),104
Image_3045.jpeg,"18,400,90,437,",Aulos (4173),1
Image_2033.jpeg,"519,583,575,742,",Kit (3571),50
Image_5763.jpg,"305,310,346,400,",Bell (2381),8
Image_994.jpg,"529,516,691,823,",Violin (3573),99
Image_4077.png,"367,224,472,306,",Panpipe (4024),64
Image_5498.jpg,"2187,2398,1503,2785,",End-blown trumpet (6556),33
Image_3383.jpg,"442,104,457,153,",Natural trumpet (4419),59
Image_334.jpg,"393,227,420,259,",Banjo  (3226),3
Image_662.jpg,"1696,524,1764,605,",Tambourine (2746),81
Image_4564.jpg,"264,191,294,222,",Barrel drum (2504),5
Image_1872.jpeg,"781,115,1171,440,",Violin (3573),99
Image_41.jpeg,"145,185,312,234,",Violin (3573),99
Image_3271.jpg,"267,76,316,112,",Sackbut  (4364),73
Image_3271.jpg,"224,528,302,600,",Viola da gamba (3604),98
Image_2133.jpeg,"483,93,599,159,",Violin (3573),99
Image_4675.jpeg,"350,1138,424,1183,",Psaltery (3677),70
Image_336.jpg,"365,522,560,513,",Lute (3394),54
Image_622.jpg,"446,380,1224,875,",Virginal (2257),102
Image_1632.jpg,"21,2117,970,2875,",Bagpipe (3746),2
Image_1511.jpeg,"271,138,328,164,",Lute (3394),54
Image_860.jpg,"199,627,313,703,",Wind instruments (3730),104
Image_3909.jpg,"338,2378,840,2625,",Fiddle (3142),34
Image_2643.jpg,"755,2282,872,2345,",Rebec  (3202),71
Image_40.jpeg,"873,485,993,683,",Recorder (4039),72
Image_2414.jpg,"1947,3449,2269,3805,",Fiddle (3142),34
Image_5484.jpg,"909,647,1160,845,",Psaltery (3677),70
Image_2419.jpg,"889,549,968,752,",Portative organ (2267),68
Image_5171.png,"230,349,278,399,",Stringed instruments (3101),78
Image_2305.jpg,"773,104,1282,1004,",Wind instruments (3730),104
Image_3622.jpg,"835,2147,985,2433,",Gittern (3365),38
Image_220.jpg,"263,206,320,240,",Virginal (2257),102
Image_4790.jpg,"-8,998,1058,1998,",Lute (3394),54
Image_3578.jpeg,"551,476,587,511,",Pianoforte (2299),66
Image_5084.jpeg,"1527,567,1681,796,",Harp (3285),42
Image_3811.jpg,"884,1186,953,1258,",Portative organ (2267),68
Image_5027.jpg,"557,1205,724,1412,",Lute (3394),54
Image_4519.jpg,"5,40,1046,400,",Violoncello (3582),100
Image_828.jpg,"665,803,818,932,",Cittern (3106),13
Image_1004.jpg,"625,1738,968,1922,",Violin (3573),99
Image_3078.jpg,"802,1393,1230,1810,",Harp (3285),42
Image_2837.jpeg,"14,24,437,337,",Lute (3394),54
Image_1001.jpg,"1376,1748,1637,1828,",Viola da gamba (3604),98
Image_4056.jpg,"1865,2686,2102,2853,",Side drum (2729),75
Image_5491.jpg,"1886,1002,2062,1218,",Shawm (4258),74
Image_3681.jpeg,"397,495,444,558,",Fiddle (3142),34
Image_152.jpeg,"172,86,246,300,",Viola da gamba (3604),98
Image_2783.jpg,"889,1191,1298,1695,",Violin (3573),99
Image_3468.jpg,"1625,470,2032,793,",Organ (2266),62
Image_579.jpg,"3540,1189,3770,1385,",Hurdy-gurdy (3305),46
Image_5660.jpeg,"368,373,432,467,",Shawm (4258),74
Image_4863.jpg,"1756,1221,2116,1562,",Side drum (2729),75
Image_3565.jpeg,"1100,343,1425,706,",Sackbut  (4364),73
Image_2838.jpg,"239,82,360,136,",Barrel drum (2504),5
Image_4536.jpg,"852,2075,911,2137,",Horn (4118),44
Image_861.jpg,"1729,1840,2059,2015,",Lute (3394),54
Image_3862.jpg,"3430,2424,3896,2654,",Duct flute (3932),28
Image_5673.jpg,"3767,1524,4422,2117,",Rebec  (3202),71
Image_1778.jpg,"1088,335,1475,667,",Harp (3285),42
Image_1471.jpg,"1097,1263,1301,1517,",Wind instruments (3730),104
Image_1342.jpg,"1379,940,1938,1751,",Cornett (3868),19
Image_169.jpg,"120,366,164,439,",Lute (3394),54
Image_2835.jpeg,"81,207,109,224,",Viola da gamba (3604),98
Image_637.jpg,"2609,1129,2798,1446,",Nakers (2893),57
Image_3383.jpg,"428,100,442,149,",Wind instruments (3730),104
Image_608.jpg,"1435,2274,1586,2515,",Harp (3285),42
Image_2418.jpg,"465,403,540,609,",Shawm (4258),74
Image_1374.jpg,"556,1150,1242,1463,",Shawm (4258),74
Image_1948.jpg,"2692,749,4078,1268,",Harp (3285),42
Image_186.jpg,"927,1898,1169,2269,",Tambourine (2746),81
Image_3493.JPEG,"70,639,170,780,",Guitar (3237),40
Image_1180.jpg,"1423,214,1614,378,",Shawm (4258),74
Image_236.jpg,"492,340,669,557,",Lute (3394),54
Image_5734.jpg,"493,460,741,587,",Fiddle (3142),34
Image_2264.jpg,"87,146,114,198,",Violin (3573),99
Image_3565.jpeg,"8,55,449,379,",Shawm (4258),74
Image_3581.jpg,"3114,2374,3318,2528,",Shawm (4258),74
Image_2643.jpg,"616,2946,699,3051,",Flute (3955),36
Image_985.jpg,"651,436,967,507,",Harp (3285),42
Image_220.jpg,"31,66,147,185,",Violin (3573),99
Image_4358.jpg,"385,144,385,144,",Panpipe (4024),64
Image_5193.jpg,"2161,1085,2398,1474,",Violin (3573),99
Image_485.jpg,"2250,661,2416,820,",Shawm (4258),74
Image_2838.jpg,"442,187,590,251,",Percussion instruments (2370),65
Image_1511.jpeg,"39,30,138,183,",Lute (3394),54
Image_3405.jpg,"1436,2587,1574,2795,",Shawm (4258),74
Image_2210.jpeg,"1,1,123,227,",Cittern (3106),13
Image_1957.jpg,"682,542,1964,1278,",Bagpipe (3746),2
Image_5026.jpg,"1216,1092,1716,1557,",Harp (3285),42
Image_4339.jpg,"1736,3330,2072,3488,",Transverse flute (4093),85
Image_3447.jpg,"560,1271,809,1546,",Harp (3285),42
Image_3544.jpg,"404,1468,955,1921,",Bagpipe (3746),2
Image_2963.jpg,"824,3306,1040,3534,",Lute (3394),54
Image_2246.jpg,"397,1204,1035,1534,",End-blown horn  (5177),32
Image_3493.JPEG,"457,269,555,352,",Shawm (4258),74
Image_1235.jpg,"110,409,245,624,",Lute (3394),54
Image_3948.jpg,"164,2519,321,2744,",End-blown trumpet (6556),33
Image_136.jpg,"3699,1954,4129,2256,",Horn (4118),44
Image_40.jpeg,"219,735,461,948,",Recorder (4039),72
Image_2785.jpg,"136,95,184,144,",Percussion instruments (2370),65
Image_3383.jpg,"89,220,146,305,",Trumpet  (4446),89
Image_2329.jpg,"333,951,547,1238,",Dulcimer (3644),30
Image_5378.jpg,"612,459,3512,1962,",Bagpipe (3746),2
Image_3918.jpg,"73,945,236,1297,",Fiddle (3142),34
Image_1943.jpg,"2575,1293,3430,1770,",Psaltery (3677),70
Image_2795.jpg,"1461,287,1528,360,",Psaltery (3677),70
Image_5091.jpg,"876,816,1586,1379,",Transverse flute (4093),85
Image_2681.jpg,"481,380,895,1574,",Harp (3285),42
Image_2769.jpg,"467,1729,565,1931,",Cylindrical drum (2532),22
Image_4688.jpg,"2331,190,2704,365,",Harp (3285),42
Image_4292.jpg,"1112,3174,1757,4327,",Positive organ (2268),69
Image_4700.jpg,"615,595,851,911,",Harp (3285),42
Image_3463.jpeg,"291,196,362,224,",Cylindrical drum (2532),22
Image_3565.jpeg,"491,32,819,145,",Horn (4118),44
Image_3948.jpg,"3833,2567,3934,2678,",Shawm (4258),74
Image_5119.jpg,"430,387,443,403,",Bagpipe (3746),2
Image_1755.jpg,"225,1646,549,2021,",Lute (3394),54
Image_220.jpg,"242,243,318,346,",Rebec  (3202),71
Image_1744.jpg,"1074,842,1251,954,",Portative organ (2267),68
Image_1292.jpg,"238,1013,308,1109,",Aulos (4173),1
Image_4733.jpeg,"1148,190,1357,562,",Shawm (4258),74
Image_3934.jpg,"437,491,478,518,",Carillon  (2387),10
Image_658.jpg,"545,1699,594,1846,",Keyboard instruments (2230),49
Image_5359.jpg,"146,39,176,124,",Wind instruments (3730),104
Image_4417.png,"176,236,239,316,",End-blown trumpet (6556),33
Image_1813.jpg,"374,1399,446,1524,",Psaltery (3677),70
Image_3912.jpeg,"632,583,807,636,",Oboe (4232),60
Image_5054.jpg,"1477,1351,1702,1424,",Shawm (4258),74
Image_5123.jpg,"840,598,1172,736,",Trumpet  (4446),89
Image_2238.jpg,"222,674,262,727,",Portative organ (2267),68
Image_623.jpg,"2176,1480,3118,2287,",Rebec  (3202),71
Image_1785.jpg,"1415,2334,1805,2918,",Shawm (4258),74
Image_2759.jpg,"462,218,862,811,",Portative organ (2267),68
Image_658.jpg,"875,407,973,470,",Horn (4118),44
Image_4536.jpg,"852,2075,911,2137,",Lute (3394),54
Image_2791.jpg,"816,557,938,773,",Harp (3285),42
Image_3383.jpg,"280,229,316,371,",Wind instruments (3730),104
Image_2391.jpg,"607,483,835,725,",End-blown trumpet (6556),33
Image_169.jpg,"108,203,130,255,",Violin (3573),99
Image_2230.jpg,"2452,3113,2797,3389,",Harp (3285),42
Image_3493.JPEG,"83,772,167,903,",Hurdy-gurdy (3305),46
Image_1310.jpeg,"517,414,761,495,",Wind instruments (3730),104
Image_4157.jpg,"202,266,410,326,",Guitar (3237),40
Image_3578.jpeg,"138,471,182,557,",Harp (3285),42
Image_5084.jpeg,"1011,618,1237,812,",Tambourine (2746),81
Image_4580.jpg,"-17,737,114,937,",Lute (3394),54
Image_2329.jpg,"305,1046,380,1288,",Cylindrical drum (2532),22
Image_4897.jpg,"3867,2992,4297,3315,",Gittern (3365),38
Image_3578.jpeg,"217,492,229,509,",Tabor pipe (6689),80
Image_3291.jpeg,"338,153,520,375,",Clarinet (3836),14
Image_5266.jpg,"2119,2902,2295,3148,",Harp (3285),42
Image_3718.jpeg,"485,29,541,68,",Triangle (3005),87
Image_1359.jpg,"2853,437,3083,514,",End-blown trumpet (6556),33
Image_3119.jpg,"692,2143,1106,2765,",End-blown trumpet (6556),33
Image_2370.jpg,"1237,2091,1452,2284,",End-blown trumpet (6556),33
Image_4850.jpeg,"328,73,417,122,",Pipa  (3413),67
Image_3598.jpeg,"781,56,1350,582,",Violoncello (3582),100
Image_569.jpg,"359,343,1495,1143,",Rebec  (3202),71
Image_3713.jpg,"1837,1353,2346,1623,",Fiddle (3142),34
Image_4675.jpeg,"291,194,396,316,",Lyre (3501),55
Image_1494.jpg,"1088,340,1330,283,",Rebec  (3202),71
Image_2136.jpeg,"808,153,1042,233,",Violin (3573),99
Image_5358.jpeg,"1136,565,2994,1831,",Lute (3394),54
Image_1291.jpg,"1796,2223,2173,2715,",Portative organ (2267),68
Image_2443.jpeg,"487,138,540,202,",Tambourine (2746),81
Image_40.jpeg,"863,650,1034,815,",Recorder (4039),72
Image_4523.jpg,"184,889,251,1005,",Harp (3285),42
Image_3598.jpeg,"429,451,909,571,",Violoncello (3582),100
Image_5655.jpg,"581,200,779,392,",Upright pianoforte (2311),92
Image_421.jpg,"432,264,464,296,",Banjo  (3226),3
Image_2756.jpg,"51,256,114,313,",Grand pianoforte (2284),39
Image_5453.jpg,"298,144,308,168,",Cornett (3868),19
Image_1359.jpg,"1218,311,1432,508,",Portative organ (2267),68
Image_3358.jpg,"1012,2824,1281,3019,",Harp (3285),42
Image_828.jpg,"3971,1387,4120,1566,",Tambourine (2746),81
Image_3394.jpg,"2067,1534,2345,1652,",Horn (4118),44
Image_4287.jpg,"623,481,673,623,",Horn (4118),44
Image_1710.jpg,"1856,2202,2149,2614,",Natural horn (4126),58
Image_1901.jpg,"3609,427,3737,546,",Harp (3285),42
Image_846.jpg,"1373,1155,4561,2292,",Horn (4118),44
Image_3934.jpg,"274,452,314,466,",Tambourine (2746),81
Image_1119.jpg,"427,230,489,285,",Keyboard instruments (2230),49
Image_3493.JPEG,"541,293,686,387,",Tabor pipe (6689),80
Image_5369.jpg,"2346,513,2621,704,",Sackbut  (4364),73
Image_1274.jpg,"1800,3022,2033,3191,",End-blown trumpet (6556),33
Image_220.jpg,"74,397,123,452,",Guitar (3237),40
Image_3083.jpg,"431,553,715,845,",Harp (3285),42
Image_4632.jpg,"815,4766,1440,4710,",Harp (3285),42
Image_2856.jpg,"2624,771,2891,879,",Shawm (4258),74
Image_3159.jpg,"434,60,474,109,",Drum (2585),27
Image_2840.jpg,"1127,475,1230,753,",Harp (3285),42
Image_3159.jpg,"272,101,342,128,",Drum (2585),27
Image_1302.jpeg,"264,337,369,432,",Violin (3573),99
Image_828.jpg,"2696,976,3523,978,",Harp (3285),42
Image_2413.jpg,"2558,1628,3266,1806,",Dulcian (3806),29
Image_3788.jpg,"1487,918,1628,1110,",Bagpipe (3746),2
Image_509.jpg,"601,94,821,478,",Gittern (3365),38
Image_258.jpeg,"11,183,802,959,",Trumpet  (4446),89
Image_3291.jpeg,"326,197,361,229,",Hunting horn (4138),45
Image_5171.png,"572,358,607,402,",Trumpet  (4446),89
Image_2739.jpg,"601,257,694,478,",Violin (3573),99
Image_1180.jpg,"1423,214,1614,378,",Bladder pipe (3748),9
Image_509.jpg,"1776,752,1880,998,",Shawm (4258),74
Image_1367.jpg,"152,90,204,141,",Drum (2585),27
Image_5712.jpeg,"235,348,779,858,",Shawm (4258),74
Image_285.jpg,"254,205,270,217,",Lute (3394),54
Image_5139.jpg,"1522,1825,1919,2012,",Harp (3285),42
Image_686.jpg,"989,395,1224,536,",Lute (3394),54
Image_4436.jpg,"2515,1703,3000,2064,",Transverse flute (4093),85
Image_2569.jpg,"2686,1898,2956,2073,",Fiddle (3142),34
Image_5108.jpg,"592,1251,640,1314,",Harp (3285),42
Image_2310.jpg,"434,457,871,736,",Zither (3729),105
Image_4406.jpg,"99,118,149,276,",Double bass  (3111),24
Image_2309.jpg,"1967,1443,3164,2608,",Lute (3394),54
Image_5723.jpeg,"1574,552,1763,660,",Psaltery (3677),70
Image_4696.jpg,"221,408,237,456,",Trumpet  (4446),89
Image_1342.jpg,"601,1364,854,1836,",Sackbut  (4364),73
Image_220.jpg,"194,384,229,439,",Kit (3571),50
Image_3598.jpeg,"952,184,1137,290,",Violoncello (3582),100
Image_1609.png,"109,126,263,418,",Cittern (3106),13
Image_4405.jpg,"683,1287,766,1365,",Violin (3573),99
Image_1527.jpg,"1067,537,1275,665,",Transverse flute (4093),85
Image_1292.jpg,"1004,1121,1063,1189,",Tambourine (2746),81
Image_4668.jpg,"622,663,714,699,",Viol (3597),95
Image_845.jpg,"1394,1353,1670,1919,",Wind instruments (3730),104
Image_4190.jpg,"890,3017,2454,2237,",Portative organ (2267),68
Image_2075.jpeg,"244,366,338,434,",Harp (3285),42
Image_3950.jpg,"526,1110,681,1306,",Tabor pipe (6689),80
Image_4341.jpg,"3776,1445,3387,2065,",Shawm (4258),74
Image_3756.jpg,"1629,1683,1763,1737,",Rebec  (3202),71
Image_2421.jpg,"549,310,614,366,",Violoncello (3582),100
Image_2753.jpg,"349,135,409,261,",Drum (2585),27
Image_4714.jpg,"1132,1173,1247,1251,",Triangle (3005),87
Image_5756.jpg,"333,758,439,793,",Portative organ (2267),68
Image_3238.jpg,"887,1361,1062,1669,",Harp (3285),42
Image_4026.jpg,"2504,3934,2922,4059,",Shawm (4258),74
Image_3565.jpeg,"1202,148,1507,291,",Harp (3285),42
Image_1813.jpg,"73,1406,284,1532,",Harp (3285),42
Image_3383.jpg,"117,151,141,188,",Trombone (4369),88
Image_3407.jpg,"1057,1447,1325,1681,",Lute (3394),54
Image_3027.png,"521,311,578,451,",Wind instruments (3730),104
Image_2017.jpeg,"209,899,239,945,",Cymbals (2451),23
Image_691.jpeg,"230,24,292,93,",Fiddle (3142),34
Image_3454.jpg,"183,61,309,168,",Upright pianoforte (2311),92
Image_2880.jpg,"3615,1494,4194,1914,",Violoncello (3582),100
Image_3155.jpg,"109,2,242,105,",Guitar (3237),40
Image_5407.jpg,"1977,1125,2383,1560,",Harp (3285),42
Image_5712.jpeg,"43,163,137,243,",Theorbo (3473),84
Image_4798.jpg,"1703,837,2625,1009,",Cittern (3106),13
Image_4625.jpg,"983,1831,1578,2437,",Transverse flute (4093),85
Image_282.jpeg,"344,117,444,265,",Double bass  (3111),24
Image_5256.jpg,"685,71,886,561,",Guitar (3237),40
Image_3536.jpeg,"496,408,496,408,",Clavichord (2232),15
Image_5324.jpeg,"64,55,377,315,",Cornett (3868),19
Image_4486.jpeg,"822,423,928,516,",Oboe (4232),60
Image_945.jpg,"367,-7,2011,1121,",Theorbo (3473),84
Image_3581.jpg,"555,145,3932,2512,",Kettledrum (2887),48
Image_3865.jpeg,"405,240,614,365,",Transverse flute (4093),85
Image_3979.jpg,"1061,791,1176,989,",Fiddle (3142),34
Image_2809.jpg,"82,947,283,1058,",Natural trumpet (4419),59
Image_4989.jpg,"273,99,325,126,",Percussion instruments (2370),65
Image_5763.jpg,"250,360,305,424,",Harp (3285),42
Image_3056.jpg,"33,536,151,605,",Fiddle (3142),34
Image_5575.jpg,"875,1566,1136,1774,",Cylindrical drum (2532),22
Image_2042.jpg,"851,643,1077,803,",Transverse flute (4093),85
Image_2575.jpeg,"361,302,414,325,",Wind instruments (3730),104
Image_3179.php,"264,298,293,326,",Horn (4118),44
Image_3715.jpg,"9,308,60,356,",Kettledrum (2887),48
Image_3493.JPEG,"838,943,938,1110,",Gittern (3365),38
Image_336.jpg,"401,937,425,962,",Harp (3285),42
Image_2917.jpg,"1914,804,2124,985,",Bagpipe (3746),2
Image_282.jpeg,"429,238,429,238,",Horn (4118),44
Image_1834.jpg,"523,296,1871,566,",Recorder (4039),72
Image_5398.jpg,"244,61,507,609,",Slide trumpet (4443),76
Image_3968.jpg,"1719,2756,2126,2999,",Duct flute (3932),28
Image_2414.jpg,"723,1675,1058,2185,",Cymbals (2451),23
Image_2943.jpg,"3541,852,3703,1096,",Gittern (3365),38
Image_5677.jpg,"106,363,130,384,",Lyre (3501),55
Image_2354.jpg,"3888,1085,3959,1238,",Dulcimer (3644),30
Image_2434.jpeg,"107,68,107,68,",Trumpet  (4446),89
Image_3017.jpg,"2263,1223,2534,1542,",Harp (3285),42
Image_4685.jpg,"1508,1979,1758,2154,",Violin (3573),99
Image_2984.jpg,"213,154,242,195,",Horn (4118),44
Image_2392.jpg,"1865,790,2138,1148,",Harp (3285),42
Image_4287.jpg,"279,506,348,608,",Violin (3573),99
Image_3820.jpg,"890,276,1562,698,",Lute (3394),54
Image_5510.png,"634,357,661,366,",Harp (3285),42
Image_334.jpg,"229,39,261,79,",Banjo  (3226),3
Image_1873.jpeg,"972,899,1126,951,",Violin (3573),99
Image_118.jpg,"477,1473,684,1847,",Portative organ (2267),68
Image_43.jpg,"82,342,338,741,",Fiddle (3142),34
Image_1348.jpg,"1247,714,1420,826,",Fiddle (3142),34
Image_4714.jpg,"1301,1695,1409,1742,",Side drum (2729),75
Image_451.jpg,"1410,1007,1717,1466,",Shawm (4258),74
Image_1251.jpeg,"958,385,997,413,",Horn (4118),44
Image_778.jpg,"1400,1127,1315,1391,",Cornett (3868),19
Image_5249.jpg,"272,150,332,204,",Side drum (2729),75
Image_3383.jpg,"129,164,159,208,",Trombone (4369),88
Image_283.jpg,"424,892,578,986,",Violin (3573),99
Image_1921.jpg,"2392,788,2493,952,",Fiddle (3142),34
Image_5631.jpeg,"588,166,950,429,",Pianoforte (2299),66
Image_254.jpeg,"295,237,680,849,",Transverse flute (4093),85
Image_3468.jpg,"1240,1016,1570,1377,",End-blown horn  (5177),32
Image_306.jpg,"942,45,2033,1514,",Shawm (4258),74
Image_5067.jpeg,"446,697,619,997,",Fife (3945),35
Image_1584.jpg,"234,1166,352,1390,",Positive organ (2268),69
Image_94.jpg,"1062,1433,1824,1748,",End-blown trumpet (6556),33
Image_492.jpg,"1749,1355,2232,2051,",Fiddle (3142),34
Image_2888.jpg,"224,301,386,596,",Trumpet  (4446),89
Image_990.jpg,"2085,1220,2415,1700,",Portative organ (2267),68
Image_2712.png,"28,275,46,294,",Cittern (3106),13
Image_5288.jpg,"256,616,324,739,",Fiddle (3142),34
Image_2264.jpg,"200,171,224,194,",Violoncello (3582),100
Image_3578.jpeg,"600,492,641,531,",Flute (3955),36
Image_1627.jpeg,"384,35,403,53,",Shawm (4258),74
Image_2365.jpg,"142,195,201,224,",Barrel drum (2504),5
Image_2406.jpg,"2022,1730,2693,2057,",Horn (4118),44
Image_3715.jpg,"400,125,432,260,",Harp (3285),42
Image_5683.jpg,"1252,-4,1705,184,",Portative organ (2267),68
Image_3162.jpeg,"169,125,419,720,",Transverse flute (4093),85
Image_635.jpg,"197,172,227,225,",Recorder (4039),72
Image_4887.jpg,"245,131,308,247,",Trombone (4369),88
Image_3736.jpg,"1831,1142,2050,1419,",Gittern (3365),38
Image_857.jpg,"197,98,264,165,",Cymbals (2451),23
Image_3614.jpg,"199,331,235,355,",Harpsichord (2251),43
Image_2354.jpg,"3331,1775,3419,1926,",Harp (3285),42
Image_658.jpg,"941,2007,1011,2195,",Keyboard instruments (2230),49
Image_169.jpg,"160,204,180,254,",Rebec  (3202),71
Image_3811.jpg,"918,1170,1008,1278,",Fiddle (3142),34
Image_5505.jpg,"1316,19,1647,204,",Fiddle (3142),34
Image_651.jpg,"287,296,1648,1733,",Lute (3394),54
Image_4099.jpg,"995,3191,1042,3304,",Portative organ (2267),68
Image_2421.jpg,"549,310,614,366,",Double bass  (3111),24
Image_1087.jpg,"1128,924,1793,1273,",Flute (3955),36
Image_1318.jpg,"2271,1004,2790,1493,",Psaltery (3677),70
Image_4923.jpg,"1208,1942,1368,2067,",Horn (4118),44
Image_5464.jpg,"1528,465,1584,629,",Harp (3285),42
Image_1735.jpeg,"188,140,255,207,",Hunting horn (4138),45
