,Image Filename,coordinates,Term
17008,Image_3429.jpg,"531,490,956,718,",Rebec  (3202)
17009,Image_3429.jpg,"1330,679,1579,919,",Dulcimer (3644)
17010,Image_3429.jpg,"1330,679,1579,919,",Frame drum (2598)
17011,Image_3429.jpg,"1330,679,1579,919,",Rebec  (3202)
17012,Image_3429.jpg,"3779,69,3972,535,",Dulcimer (3644)
17013,Image_3429.jpg,"3779,69,3972,535,",Frame drum (2598)
17014,Image_3429.jpg,"3779,69,3972,535,",Rebec  (3202)
17015,Image_3429.jpg,"2802,445,3223,803,",Dulcimer (3644)
17016,Image_3429.jpg,"2802,445,3223,803,",Frame drum (2598)
17017,Image_3429.jpg,"2802,445,3223,803,",Rebec  (3202)
17018,Image_1826.jpg,"940,669,1966,2743,",Harp (3285)
17019,Image_163.jpg,"2927,309,3718,707,",Dulcimer (3644)
17020,Image_163.jpg,"2927,309,3718,707,",Rebec  (3202)
17021,Image_163.jpg,"2927,309,3718,707,",Fiddle (3142)
17022,Image_163.jpg,"749,529,749,529,",Dulcimer (3644)
17023,Image_163.jpg,"749,529,749,529,",Rebec  (3202)
17024,Image_163.jpg,"749,529,749,529,",Fiddle (3142)
17025,Image_163.jpg,"1511,630,1785,1059,",Dulcimer (3644)
17026,Image_163.jpg,"1511,630,1785,1059,",Rebec  (3202)
17027,Image_163.jpg,"1511,630,1785,1059,",Fiddle (3142)
17028,Image_163.jpg,"2309,718,2573,1122,",Dulcimer (3644)
17029,Image_163.jpg,"2309,718,2573,1122,",Rebec  (3202)
17030,Image_163.jpg,"2309,718,2573,1122,",Fiddle (3142)
17031,Image_2677.jpg,"143,914,224,1183,",Wind instruments (3730)
17032,Image_4329.jpg,"1134,1494,1350,1569,",Cittern (3106)
17033,Image_4329.jpg,"1134,1494,1350,1569,",Positive organ (2268)
17034,Image_4329.jpg,"1134,1494,1350,1569,",Guitar (3237)
17035,Image_4329.jpg,"1134,1494,1350,1569,",Violin (3573)
17036,Image_4329.jpg,"1134,1494,1350,1569,",Dulcian (3806)
17037,Image_4329.jpg,"1134,1494,1350,1569,",Sackbut  (4364)
17038,Image_4329.jpg,"1134,1494,1350,1569,",Violoncello (3582)
17039,Image_4329.jpg,"1134,1494,1350,1569,",Harp (3285)
17040,Image_4329.jpg,"846,1310,1140,1713,",Cittern (3106)
17041,Image_4329.jpg,"846,1310,1140,1713,",Positive organ (2268)
17042,Image_4329.jpg,"846,1310,1140,1713,",Guitar (3237)
17043,Image_4329.jpg,"846,1310,1140,1713,",Violin (3573)
17044,Image_4329.jpg,"846,1310,1140,1713,",Dulcian (3806)
17045,Image_4329.jpg,"846,1310,1140,1713,",Sackbut  (4364)
17046,Image_4329.jpg,"846,1310,1140,1713,",Violoncello (3582)
17047,Image_4329.jpg,"846,1310,1140,1713,",Harp (3285)
17048,Image_4329.jpg,"1030,1797,1373,1963,",Cittern (3106)
17049,Image_4329.jpg,"1030,1797,1373,1963,",Positive organ (2268)
17050,Image_4329.jpg,"1030,1797,1373,1963,",Guitar (3237)
17051,Image_4329.jpg,"1030,1797,1373,1963,",Violin (3573)
17052,Image_4329.jpg,"1030,1797,1373,1963,",Dulcian (3806)
17053,Image_4329.jpg,"1030,1797,1373,1963,",Sackbut  (4364)
17054,Image_4329.jpg,"1030,1797,1373,1963,",Violoncello (3582)
17055,Image_4329.jpg,"1030,1797,1373,1963,",Harp (3285)
17056,Image_4329.jpg,"2738,1863,2994,1971,",Cittern (3106)
17057,Image_4329.jpg,"2738,1863,2994,1971,",Positive organ (2268)
17058,Image_4329.jpg,"2738,1863,2994,1971,",Guitar (3237)
17059,Image_4329.jpg,"2738,1863,2994,1971,",Violin (3573)
17060,Image_4329.jpg,"2738,1863,2994,1971,",Dulcian (3806)
17061,Image_4329.jpg,"2738,1863,2994,1971,",Sackbut  (4364)
17062,Image_4329.jpg,"2738,1863,2994,1971,",Violoncello (3582)
17063,Image_4329.jpg,"2738,1863,2994,1971,",Harp (3285)
17064,Image_4329.jpg,"3092,1844,3379,2043,",Cittern (3106)
17065,Image_4329.jpg,"3092,1844,3379,2043,",Positive organ (2268)
17066,Image_4329.jpg,"3092,1844,3379,2043,",Guitar (3237)
17067,Image_4329.jpg,"3092,1844,3379,2043,",Violin (3573)
17068,Image_4329.jpg,"3092,1844,3379,2043,",Dulcian (3806)
17069,Image_4329.jpg,"3092,1844,3379,2043,",Sackbut  (4364)
17070,Image_4329.jpg,"3092,1844,3379,2043,",Violoncello (3582)
17071,Image_4329.jpg,"3092,1844,3379,2043,",Harp (3285)
17072,Image_4329.jpg,"2919,1475,3090,1646,",Cittern (3106)
17073,Image_4329.jpg,"2919,1475,3090,1646,",Positive organ (2268)
17074,Image_4329.jpg,"2919,1475,3090,1646,",Guitar (3237)
17075,Image_4329.jpg,"2919,1475,3090,1646,",Violin (3573)
17076,Image_4329.jpg,"2919,1475,3090,1646,",Dulcian (3806)
17077,Image_4329.jpg,"2919,1475,3090,1646,",Sackbut  (4364)
17078,Image_4329.jpg,"2919,1475,3090,1646,",Violoncello (3582)
17079,Image_4329.jpg,"2919,1475,3090,1646,",Harp (3285)
17080,Image_4329.jpg,"3184,1295,3454,1670,",Cittern (3106)
17081,Image_4329.jpg,"3184,1295,3454,1670,",Positive organ (2268)
17082,Image_4329.jpg,"3184,1295,3454,1670,",Guitar (3237)
17083,Image_4329.jpg,"3184,1295,3454,1670,",Violin (3573)
17084,Image_4329.jpg,"3184,1295,3454,1670,",Dulcian (3806)
17085,Image_4329.jpg,"3184,1295,3454,1670,",Sackbut  (4364)
17086,Image_4329.jpg,"3184,1295,3454,1670,",Violoncello (3582)
17087,Image_4329.jpg,"3184,1295,3454,1670,",Harp (3285)
17088,Image_4329.jpg,"3701,920,3993,1405,",Cittern (3106)
17089,Image_4329.jpg,"3701,920,3993,1405,",Positive organ (2268)
17090,Image_4329.jpg,"3701,920,3993,1405,",Guitar (3237)
17091,Image_4329.jpg,"3701,920,3993,1405,",Violin (3573)
17092,Image_4329.jpg,"3701,920,3993,1405,",Dulcian (3806)
17093,Image_4329.jpg,"3701,920,3993,1405,",Sackbut  (4364)
17094,Image_4329.jpg,"3701,920,3993,1405,",Violoncello (3582)
17095,Image_4329.jpg,"3701,920,3993,1405,",Harp (3285)
17096,Image_3608.jpg,"343,919,793,1693,",Harp (3285)
17097,Image_2234.jpg,"464,925,1171,1812,",Lute (3394)
17098,Image_3794.jpg,"222,293,3037,4738,",Violin (3573)
17099,Image_637.jpg,"1157,1242,1327,1461,",Fiddle (3142)
17100,Image_637.jpg,"1157,1242,1327,1461,",End-blown trumpet (6556)
17101,Image_637.jpg,"1157,1242,1327,1461,",Psaltery (3677)
17102,Image_637.jpg,"1157,1242,1327,1461,",Portative organ (2267)
17103,Image_637.jpg,"1157,1242,1327,1461,",Nakers (2893)
17104,Image_637.jpg,"1157,1242,1327,1461,",Harp (3285)
17105,Image_637.jpg,"1157,1242,1327,1461,",Shawm (4258)
17106,Image_637.jpg,"1157,1242,1327,1461,",Lute (3394)
17107,Image_637.jpg,"1775,1238,2122,1301,",Fiddle (3142)
17108,Image_637.jpg,"1775,1238,2122,1301,",End-blown trumpet (6556)
17109,Image_637.jpg,"1775,1238,2122,1301,",Psaltery (3677)
17110,Image_637.jpg,"1775,1238,2122,1301,",Portative organ (2267)
17111,Image_637.jpg,"1775,1238,2122,1301,",Nakers (2893)
17112,Image_637.jpg,"1775,1238,2122,1301,",Harp (3285)
17113,Image_637.jpg,"1775,1238,2122,1301,",Shawm (4258)
17114,Image_637.jpg,"1775,1238,2122,1301,",Lute (3394)
17115,Image_637.jpg,"1828,1271,2115,1234,",Fiddle (3142)
17116,Image_637.jpg,"1828,1271,2115,1234,",End-blown trumpet (6556)
17117,Image_637.jpg,"1828,1271,2115,1234,",Psaltery (3677)
17118,Image_637.jpg,"1828,1271,2115,1234,",Portative organ (2267)
17119,Image_637.jpg,"1828,1271,2115,1234,",Nakers (2893)
17120,Image_637.jpg,"1828,1271,2115,1234,",Harp (3285)
17121,Image_637.jpg,"1828,1271,2115,1234,",Shawm (4258)
17122,Image_637.jpg,"1828,1271,2115,1234,",Lute (3394)
17123,Image_637.jpg,"1613,859,1811,1098,",Fiddle (3142)
17124,Image_637.jpg,"1613,859,1811,1098,",End-blown trumpet (6556)
17125,Image_637.jpg,"1613,859,1811,1098,",Psaltery (3677)
17126,Image_637.jpg,"1613,859,1811,1098,",Portative organ (2267)
17127,Image_637.jpg,"1613,859,1811,1098,",Nakers (2893)
17128,Image_637.jpg,"1613,859,1811,1098,",Harp (3285)
17129,Image_637.jpg,"1613,859,1811,1098,",Shawm (4258)
17130,Image_637.jpg,"1613,859,1811,1098,",Lute (3394)
17131,Image_637.jpg,"1754,535,1934,820,",Fiddle (3142)
17132,Image_637.jpg,"1754,535,1934,820,",End-blown trumpet (6556)
17133,Image_637.jpg,"1754,535,1934,820,",Psaltery (3677)
17134,Image_637.jpg,"1754,535,1934,820,",Portative organ (2267)
17135,Image_637.jpg,"1754,535,1934,820,",Nakers (2893)
17136,Image_637.jpg,"1754,535,1934,820,",Harp (3285)
17137,Image_637.jpg,"1754,535,1934,820,",Shawm (4258)
17138,Image_637.jpg,"1754,535,1934,820,",Lute (3394)
17139,Image_637.jpg,"2283,639,2504,830,",Fiddle (3142)
17140,Image_637.jpg,"2283,639,2504,830,",End-blown trumpet (6556)
17141,Image_637.jpg,"2283,639,2504,830,",Psaltery (3677)
17142,Image_637.jpg,"2283,639,2504,830,",Portative organ (2267)
17143,Image_637.jpg,"2283,639,2504,830,",Nakers (2893)
17144,Image_637.jpg,"2283,639,2504,830,",Harp (3285)
17145,Image_637.jpg,"2283,639,2504,830,",Shawm (4258)
17146,Image_637.jpg,"2283,639,2504,830,",Lute (3394)
17147,Image_637.jpg,"2609,1129,2798,1446,",Fiddle (3142)
17148,Image_637.jpg,"2609,1129,2798,1446,",End-blown trumpet (6556)
17149,Image_637.jpg,"2609,1129,2798,1446,",Psaltery (3677)
17150,Image_637.jpg,"2609,1129,2798,1446,",Portative organ (2267)
17151,Image_637.jpg,"2609,1129,2798,1446,",Nakers (2893)
17152,Image_637.jpg,"2609,1129,2798,1446,",Harp (3285)
17153,Image_637.jpg,"2609,1129,2798,1446,",Shawm (4258)
17154,Image_637.jpg,"2609,1129,2798,1446,",Lute (3394)
17155,Image_637.jpg,"2536,1650,2706,1591,",Fiddle (3142)
17156,Image_637.jpg,"2536,1650,2706,1591,",End-blown trumpet (6556)
17157,Image_637.jpg,"2536,1650,2706,1591,",Psaltery (3677)
17158,Image_637.jpg,"2536,1650,2706,1591,",Portative organ (2267)
17159,Image_637.jpg,"2536,1650,2706,1591,",Nakers (2893)
17160,Image_637.jpg,"2536,1650,2706,1591,",Harp (3285)
17161,Image_637.jpg,"2536,1650,2706,1591,",Shawm (4258)
17162,Image_637.jpg,"2536,1650,2706,1591,",Lute (3394)
17163,Image_637.jpg,"2571,1450,2682,1557,",Fiddle (3142)
17164,Image_637.jpg,"2571,1450,2682,1557,",End-blown trumpet (6556)
17165,Image_637.jpg,"2571,1450,2682,1557,",Psaltery (3677)
17166,Image_637.jpg,"2571,1450,2682,1557,",Portative organ (2267)
17167,Image_637.jpg,"2571,1450,2682,1557,",Nakers (2893)
17168,Image_637.jpg,"2571,1450,2682,1557,",Harp (3285)
17169,Image_637.jpg,"2571,1450,2682,1557,",Shawm (4258)
17170,Image_637.jpg,"2571,1450,2682,1557,",Lute (3394)
17171,Image_637.jpg,"725,1425,859,1515,",Fiddle (3142)
17172,Image_637.jpg,"725,1425,859,1515,",End-blown trumpet (6556)
17173,Image_637.jpg,"725,1425,859,1515,",Psaltery (3677)
17174,Image_637.jpg,"725,1425,859,1515,",Portative organ (2267)
17175,Image_637.jpg,"725,1425,859,1515,",Nakers (2893)
17176,Image_637.jpg,"725,1425,859,1515,",Harp (3285)
17177,Image_637.jpg,"725,1425,859,1515,",Shawm (4258)
17178,Image_637.jpg,"725,1425,859,1515,",Lute (3394)
17179,Image_637.jpg,"1033,1443,1162,1548,",Fiddle (3142)
17180,Image_637.jpg,"1033,1443,1162,1548,",End-blown trumpet (6556)
17181,Image_637.jpg,"1033,1443,1162,1548,",Psaltery (3677)
17182,Image_637.jpg,"1033,1443,1162,1548,",Portative organ (2267)
17183,Image_637.jpg,"1033,1443,1162,1548,",Nakers (2893)
17184,Image_637.jpg,"1033,1443,1162,1548,",Harp (3285)
17185,Image_637.jpg,"1033,1443,1162,1548,",Shawm (4258)
17186,Image_637.jpg,"1033,1443,1162,1548,",Lute (3394)
17187,Image_637.jpg,"506,1270,684,1373,",Fiddle (3142)
17188,Image_637.jpg,"506,1270,684,1373,",End-blown trumpet (6556)
17189,Image_637.jpg,"506,1270,684,1373,",Psaltery (3677)
17190,Image_637.jpg,"506,1270,684,1373,",Portative organ (2267)
17191,Image_637.jpg,"506,1270,684,1373,",Nakers (2893)
17192,Image_637.jpg,"506,1270,684,1373,",Harp (3285)
17193,Image_637.jpg,"506,1270,684,1373,",Shawm (4258)
17194,Image_637.jpg,"506,1270,684,1373,",Lute (3394)
17195,Image_5457.jpg,"776,288,2099,1616,",Mandolin (3510)
17196,Image_1167.jpg,"2254,736,2639,926,",Lute (3394)
17197,Image_1167.jpg,"2254,736,2639,926,",Portative organ (2267)
17198,Image_1167.jpg,"359,569,574,920,",Lute (3394)
17199,Image_1167.jpg,"359,569,574,920,",Portative organ (2267)
17200,Image_2881.jpg,"4554,2158,5100,2742,",Harp (3285)
17201,Image_2881.jpg,"4554,2158,5100,2742,",Lute (3394)
17202,Image_2881.jpg,"4554,2158,5100,2742,",Fiddle (3142)
17203,Image_2881.jpg,"4554,2158,5100,2742,",End-blown trumpet (6556)
17204,Image_2881.jpg,"4085,2929,4817,3359,",Harp (3285)
17205,Image_2881.jpg,"4085,2929,4817,3359,",Lute (3394)
17206,Image_2881.jpg,"4085,2929,4817,3359,",Fiddle (3142)
17207,Image_2881.jpg,"4085,2929,4817,3359,",End-blown trumpet (6556)
17208,Image_2881.jpg,"1875,2980,2498,3340,",Harp (3285)
17209,Image_2881.jpg,"1875,2980,2498,3340,",Lute (3394)
17210,Image_2881.jpg,"1875,2980,2498,3340,",Fiddle (3142)
17211,Image_2881.jpg,"1875,2980,2498,3340,",End-blown trumpet (6556)
17212,Image_2881.jpg,"1014,1149,1965,1689,",Harp (3285)
17213,Image_2881.jpg,"1014,1149,1965,1689,",Lute (3394)
17214,Image_2881.jpg,"1014,1149,1965,1689,",Fiddle (3142)
17215,Image_2881.jpg,"1014,1149,1965,1689,",End-blown trumpet (6556)
17216,Image_2881.jpg,"4374,1194,5273,1689,",Harp (3285)
17217,Image_2881.jpg,"4374,1194,5273,1689,",Lute (3394)
17218,Image_2881.jpg,"4374,1194,5273,1689,",Fiddle (3142)
17219,Image_2881.jpg,"4374,1194,5273,1689,",End-blown trumpet (6556)
17220,Image_438.jpg,"998,3110,1252,3180,",End-blown trumpet (6556)
17221,Image_438.jpg,"1516,3032,1746,3179,",End-blown trumpet (6556)
17222,Image_4299.jpg,"1555,1023,1748,1507,",Harp (3285)
17223,Image_633.jpg,"620,337,1052,1081,",Duct flute (3932)
17224,Image_633.jpg,"167,338,583,1100,",Duct flute (3932)
17225,Image_5389.jpg,"161,22,435,399,",Harp (3285)
17226,Image_4746.jpg,"1466,2478,1828,3058,",Lute (3394)
17227,Image_3130.jpg,"377,1295,444,1355,",Psaltery (3677)
17228,Image_3130.jpg,"377,1295,444,1355,",Fiddle (3142)
17229,Image_3130.jpg,"377,1295,444,1355,",Harp (3285)
17230,Image_3130.jpg,"377,1295,444,1355,",Shawm (4258)
17231,Image_3130.jpg,"377,1295,444,1355,",Horn (4118)
17232,Image_3130.jpg,"473,1297,553,1382,",Psaltery (3677)
17233,Image_3130.jpg,"473,1297,553,1382,",Fiddle (3142)
17234,Image_3130.jpg,"473,1297,553,1382,",Harp (3285)
17235,Image_3130.jpg,"473,1297,553,1382,",Shawm (4258)
17236,Image_3130.jpg,"473,1297,553,1382,",Horn (4118)
17237,Image_3130.jpg,"600,1296,672,1378,",Psaltery (3677)
17238,Image_3130.jpg,"600,1296,672,1378,",Fiddle (3142)
17239,Image_3130.jpg,"600,1296,672,1378,",Harp (3285)
17240,Image_3130.jpg,"600,1296,672,1378,",Shawm (4258)
17241,Image_3130.jpg,"600,1296,672,1378,",Horn (4118)
17242,Image_3130.jpg,"682,1297,776,1368,",Psaltery (3677)
17243,Image_3130.jpg,"682,1297,776,1368,",Fiddle (3142)
17244,Image_3130.jpg,"682,1297,776,1368,",Harp (3285)
17245,Image_3130.jpg,"682,1297,776,1368,",Shawm (4258)
17246,Image_3130.jpg,"682,1297,776,1368,",Horn (4118)
17247,Image_3130.jpg,"424,480,511,559,",Psaltery (3677)
17248,Image_3130.jpg,"424,480,511,559,",Fiddle (3142)
17249,Image_3130.jpg,"424,480,511,559,",Harp (3285)
17250,Image_3130.jpg,"424,480,511,559,",Shawm (4258)
17251,Image_3130.jpg,"424,480,511,559,",Horn (4118)
17252,Image_3130.jpg,"296,225,352,358,",Psaltery (3677)
17253,Image_3130.jpg,"296,225,352,358,",Fiddle (3142)
17254,Image_3130.jpg,"296,225,352,358,",Harp (3285)
17255,Image_3130.jpg,"296,225,352,358,",Shawm (4258)
17256,Image_3130.jpg,"296,225,352,358,",Horn (4118)
17257,Image_4369.jpg,"1390,747,1692,861,",Lute (3394)
17258,Image_1227.jpg,"692,1529,963,1807,",Conch-shell trumpet (4389)
17259,Image_2624.jpg,"1795,944,1900,1368,",Cittern (3106)
17260,Image_2624.jpg,"1795,944,1900,1368,",Violin (3573)
17261,Image_2624.jpg,"982,929,1189,1098,",Cittern (3106)
17262,Image_2624.jpg,"982,929,1189,1098,",Violin (3573)
17263,Image_377.jpg,"387,456,466,514,",Side drum (2729)
17264,Image_377.jpg,"387,456,466,514,",Tabor pipe (6689)
17265,Image_377.jpg,"387,456,466,514,",Harp (3285)
17266,Image_377.jpg,"387,456,466,514,",Trumpet  (4446)
17267,Image_377.jpg,"394,451,426,579,",Side drum (2729)
17268,Image_377.jpg,"394,451,426,579,",Tabor pipe (6689)
17269,Image_377.jpg,"394,451,426,579,",Harp (3285)
17270,Image_377.jpg,"394,451,426,579,",Trumpet  (4446)
17271,Image_377.jpg,"596,464,636,559,",Side drum (2729)
17272,Image_377.jpg,"596,464,636,559,",Tabor pipe (6689)
17273,Image_377.jpg,"596,464,636,559,",Harp (3285)
17274,Image_377.jpg,"596,464,636,559,",Trumpet  (4446)
17275,Image_377.jpg,"483,440,549,582,",Side drum (2729)
17276,Image_377.jpg,"483,440,549,582,",Tabor pipe (6689)
17277,Image_377.jpg,"483,440,549,582,",Harp (3285)
17278,Image_377.jpg,"483,440,549,582,",Trumpet  (4446)
17279,Image_5208.jpg,"2459,1406,3257,2041,",Fiddle (3142)
17280,Image_1601.jpg,"800,1414,921,1517,",Fiddle (3142)
17281,Image_1601.jpg,"800,1414,921,1517,",Lute (3394)
17282,Image_1601.jpg,"2313,1408,2505,1583,",Fiddle (3142)
17283,Image_1601.jpg,"2313,1408,2505,1583,",Lute (3394)
17284,Image_2207.jpg,"1907,1150,3373,2046,",Lute (3394)
17285,Image_1575.jpg,"3963,997,4733,2273,",Lute (3394)
17286,Image_3387.jpg,"1247,742,1477,980,",Harp (3285)
17287,Image_5146.jpg,"239,43,1381,3569,",Portative organ (2267)
17288,Image_2851.jpg,"3415,1480,4227,2102,",Fiddle (3142)
17289,Image_4642.jpg,"3878,1339,4202,1576,",Lute (3394)
17290,Image_4642.jpg,"3878,1339,4202,1576,",Fiddle (3142)
17291,Image_4642.jpg,"1198,1278,1407,1439,",Lute (3394)
17292,Image_4642.jpg,"1198,1278,1407,1439,",Fiddle (3142)
17293,Image_1955.jpg,"109,1097,1092,1964,",Trumpet  (4446)
17294,Image_1288.jpg,"1085,2130,1967,3044,",Portative organ (2267)
17295,Image_665.jpg,"1850,1684,1896,1762,",Fiddle (3142)
17296,Image_665.jpg,"1850,1684,1896,1762,",Psaltery (3677)
17297,Image_665.jpg,"1885,1218,1933,1252,",Fiddle (3142)
17298,Image_665.jpg,"1885,1218,1933,1252,",Psaltery (3677)
17299,Image_2008.jpg,"1689,1656,2682,2891,",Bagpipe (3746)
17300,Image_697.jpg,"1396,1884,2362,2343,",Lute (3394)
17301,Image_2010.jpg,"1726,1949,2380,3067,",Fiddle (3142)
17302,Image_500.jpg,"1726,909,2259,1782,",Harp (3285)
17303,Image_5259.jpg,"1990,1011,2529,1786,",Harp (3285)
17304,Image_308.jpg,"1995,1304,2589,2153,",Bagpipe (3746)
17305,Image_3492.jpg,"2105,2295,2290,2496,",Carillon  (2387)
17306,Image_5343.jpg,"2324,1266,2891,1652,",Fiddle (3142)
17307,Image_5479.jpg,"2255,1183,2496,1744,",Shawm (4258)
17308,Image_4660.jpg,"2357,1392,2816,1800,",Portative organ (2267)
17309,Image_2617.jpg,"1341,2394,2102,3707,",Portative organ (2267)
17310,Image_2569.jpg,"3667,1308,3922,1424,",Fiddle (3142)
17311,Image_2569.jpg,"3667,1308,3922,1424,",Bagpipe (3746)
17312,Image_2569.jpg,"3667,1308,3922,1424,",Wind instruments (3730)
17313,Image_2569.jpg,"3667,1308,3922,1424,",Cornett (3868)
17314,Image_2569.jpg,"3667,1308,3922,1424,",Psaltery (3677)
17315,Image_2569.jpg,"2686,1898,2956,2073,",Fiddle (3142)
17316,Image_2569.jpg,"2686,1898,2956,2073,",Bagpipe (3746)
17317,Image_2569.jpg,"2686,1898,2956,2073,",Wind instruments (3730)
17318,Image_2569.jpg,"2686,1898,2956,2073,",Cornett (3868)
17319,Image_2569.jpg,"2686,1898,2956,2073,",Psaltery (3677)
17320,Image_2569.jpg,"1614,1855,1749,2017,",Fiddle (3142)
17321,Image_2569.jpg,"1614,1855,1749,2017,",Bagpipe (3746)
17322,Image_2569.jpg,"1614,1855,1749,2017,",Wind instruments (3730)
17323,Image_2569.jpg,"1614,1855,1749,2017,",Cornett (3868)
17324,Image_2569.jpg,"1614,1855,1749,2017,",Psaltery (3677)
17325,Image_2569.jpg,"1162,1529,1305,1726,",Fiddle (3142)
17326,Image_2569.jpg,"1162,1529,1305,1726,",Bagpipe (3746)
17327,Image_2569.jpg,"1162,1529,1305,1726,",Wind instruments (3730)
17328,Image_2569.jpg,"1162,1529,1305,1726,",Cornett (3868)
17329,Image_2569.jpg,"1162,1529,1305,1726,",Psaltery (3677)
17330,Image_2569.jpg,"714,1111,908,1314,",Fiddle (3142)
17331,Image_2569.jpg,"714,1111,908,1314,",Bagpipe (3746)
17332,Image_2569.jpg,"714,1111,908,1314,",Wind instruments (3730)
17333,Image_2569.jpg,"714,1111,908,1314,",Cornett (3868)
17334,Image_2569.jpg,"714,1111,908,1314,",Psaltery (3677)
17335,Image_2863.jpg,"837,448,976,664,",Shawm (4258)
17336,Image_2863.jpg,"711,439,865,664,",Shawm (4258)
17337,Image_2214.jpg,"1169,2594,2232,3573,",Rebec  (3202)
17338,Image_2997.jpg,"1243,2338,1243,2338,",Portative organ (2267)
17339,Image_1738.jpg,"1002,2487,1944,3693,",Portative organ (2267)
17340,Image_2385.jpg,"955,2311,1740,3698,",Bagpipe (3746)
17341,Image_4908.jpg,"1355,2153,1355,2153,",Cymbals (2451)
17342,Image_2987.jpg,"460,117,564,300,",Lute (3394)
17343,Image_4986.jpg,"4,-4,2133,1634,",Citole (3335)
17344,Image_237.jpg,"1828,2088,2431,3099,",Wind instruments (3730)
17345,Image_2528.jpg,"1925,1930,2343,3369,",Cornett (3868)
17346,Image_2873.jpg,"1313,2153,1313,2153,",Psaltery (3677)
17347,Image_827.jpg,"1150,2283,1341,2556,",Fiddle (3142)
17348,Image_827.jpg,"1150,2283,1341,2556,",Harp (3285)
17349,Image_827.jpg,"1150,2283,1341,2556,",Psaltery (3677)
17350,Image_827.jpg,"2809,2800,3053,3081,",Fiddle (3142)
17351,Image_827.jpg,"2809,2800,3053,3081,",Harp (3285)
17352,Image_827.jpg,"2809,2800,3053,3081,",Psaltery (3677)
17353,Image_827.jpg,"1777,830,2060,1150,",Fiddle (3142)
17354,Image_827.jpg,"1777,830,2060,1150,",Harp (3285)
17355,Image_827.jpg,"1777,830,2060,1150,",Psaltery (3677)
17356,Image_827.jpg,"691,682,976,983,",Fiddle (3142)
17357,Image_827.jpg,"691,682,976,983,",Harp (3285)
17358,Image_827.jpg,"691,682,976,983,",Psaltery (3677)
17359,Image_827.jpg,"1837,1914,2060,2181,",Fiddle (3142)
17360,Image_827.jpg,"1837,1914,2060,2181,",Harp (3285)
17361,Image_827.jpg,"1837,1914,2060,2181,",Psaltery (3677)
17362,Image_1363.jpg,"1916,1338,2206,1754,",Rebec  (3202)
17363,Image_3621.jpg,"2889,2332,3500,2118,",Stringed instruments (3101)
17364,Image_2171.jpg,"1835,1508,2587,1853,",Harp (3285)
17365,Image_3621.jpg,"1410,658,2696,1675,",Viol (3597)
17366,Image_3621.jpg,"2055,626,3248,2227,",Viola da gamba (3604)
17367,Image_238.jpg,"948,556,1035,605,",Horn (4118)
17368,Image_238.jpg,"948,556,1035,605,",Rebec  (3202)
17369,Image_238.jpg,"948,556,1035,605,",Duct flute (3932)
17370,Image_238.jpg,"789,454,891,646,",Horn (4118)
17371,Image_238.jpg,"789,454,891,646,",Rebec  (3202)
17372,Image_238.jpg,"789,454,891,646,",Duct flute (3932)
17373,Image_238.jpg,"629,425,706,615,",Horn (4118)
17374,Image_238.jpg,"629,425,706,615,",Rebec  (3202)
17375,Image_238.jpg,"629,425,706,615,",Duct flute (3932)
17376,Image_964.jpg,"1246,937,1509,1174,",Panpipe (4024)
17377,Image_964.jpg,"1246,937,1509,1174,",Violin (3573)
17378,Image_964.jpg,"1246,937,1509,1174,",Shawm (4258)
17379,Image_964.jpg,"1246,937,1509,1174,",Tambourine (2746)
17380,Image_964.jpg,"1679,840,1422,1669,",Panpipe (4024)
17381,Image_964.jpg,"1679,840,1422,1669,",Violin (3573)
17382,Image_964.jpg,"1679,840,1422,1669,",Shawm (4258)
17383,Image_964.jpg,"1679,840,1422,1669,",Tambourine (2746)
17384,Image_964.jpg,"1474,891,1919,1381,",Panpipe (4024)
17385,Image_964.jpg,"1474,891,1919,1381,",Violin (3573)
17386,Image_964.jpg,"1474,891,1919,1381,",Shawm (4258)
17387,Image_964.jpg,"1474,891,1919,1381,",Tambourine (2746)
17388,Image_964.jpg,"1181,736,1729,1008,",Panpipe (4024)
17389,Image_964.jpg,"1181,736,1729,1008,",Violin (3573)
17390,Image_964.jpg,"1181,736,1729,1008,",Shawm (4258)
17391,Image_964.jpg,"1181,736,1729,1008,",Tambourine (2746)
17392,Image_964.jpg,"1716,812,1955,1036,",Panpipe (4024)
17393,Image_964.jpg,"1716,812,1955,1036,",Violin (3573)
17394,Image_964.jpg,"1716,812,1955,1036,",Shawm (4258)
17395,Image_964.jpg,"1716,812,1955,1036,",Tambourine (2746)
17396,Image_2401.jpg,"1978,1826,2011,2096,",Cornett (3868)
17397,Image_2401.jpg,"1978,1826,2011,2096,",Sackbut  (4364)
17398,Image_2401.jpg,"1978,1826,2011,2096,",Horn (4118)
17399,Image_2401.jpg,"1978,1826,2011,2096,",Side drum (2729)
17400,Image_2401.jpg,"1978,1826,2011,2096,",Harp (3285)
17401,Image_2401.jpg,"3102,1861,3364,2066,",Cornett (3868)
17402,Image_2401.jpg,"3102,1861,3364,2066,",Sackbut  (4364)
17403,Image_2401.jpg,"3102,1861,3364,2066,",Horn (4118)
17404,Image_2401.jpg,"3102,1861,3364,2066,",Side drum (2729)
17405,Image_2401.jpg,"3102,1861,3364,2066,",Harp (3285)
17406,Image_2401.jpg,"4333,1051,4558,1192,",Cornett (3868)
